state,year,fips,fatalityrate,sb_usage,speed65,speed70,drinkage21,ba08,income,age,primary,secondary
MO,1987,29,0.024089998,,1,0,1,0,15084,35.85146,0,1
MO,1988,29,0.024202928,,1,0,1,0,15909,35.950199,0,1
MO,1989,29,0.021877015,,1,0,1,0,16961,36.059513,0,1
MO,1990,29,0.021559263,0.54000002,1,0,1,0,17639,36.202015,0,1
MO,1991,29,0.024669368,0.54000002,1,0,1,0,18305,36.217606,0,1
MO,1992,29,0.018496264,0.69999999,1,0,1,0,19120,36.301754,0,1
MO,1993,29,0.017274402,0.69999999,1,0,1,0,19632,36.355167,0,1
MO,1994,29,0.019009216,0.68000001,1,0,1,0,20576,36.436172,0,1
MO,1995,29,0.018686706,0.70999998,1,1,1,0,21540,36.499695,0,1
MO,1996,29,0.018753475,0.62,1,1,1,0,22586,36.539932,0,1
MO,1997,29,0.018926643,0.62,1,1,1,0,23629,36.594803,0,1
MS,1983,28,0.040164027,,0,0,0,0,8372,32.998116,0,0
MS,1984,28,0.036818132,,0,0,0,0,9122,33.11409,0,0
MS,1985,28,0.034605332,,0,0,0,0,9545,33.221821,0,0
MS,1986,28,0.040101945,,0,0,1,0,9898,33.393188,0,0
MS,1987,28,0.037475836,,1,0,1,0,10484,33.642082,0,0
MS,1988,28,0.03275416,,1,0,1,0,11236,33.888241,0,0
MS,1989,28,0.031753659,,1,0,1,0,11996,34.10622,0,0
MS,1990,28,0.030740224,0.23,1,0,1,0,12706,34.456688,0,1
MS,1991,28,0.028678155,0.31999999,1,0,1,0,13376,34.476292,0,1
MS,1992,28,0.029193185,0.23999999,1,0,1,0,14163,34.517605,0,1
MS,1993,28,0.030263551,0.25,1,0,1,0,14900,34.591602,0,1
MS,1994,28,0.02770772,0.433,1,0,1,0,15886,34.665394,0,1
MS,1995,28,0.029364999,0.46000001,1,1,1,0,16574,34.805084,0,1
MS,1996,28,0.026536221,0.45990002,1,1,1,0,17398,34.962296,0,1
MS,1997,28,0.027316857,0.48229998,1,1,1,0,18098,35.07288,0,1
MT,1983,30,0.039827321,,0,0,0,0,10654,33.700462,0,0
MT,1984,30,0.032223124,0.168,0,0,0,0,11252,33.849194,0,0
MT,1985,30,0.029450608,0.21700001,0,0,0,0,11486,34.01178,0,0
MT,1986,30,0.028693292,0.29499999,0,0,0,0,12120,34.326694,0,0
MT,1987,30,0.028981917,0.39650002,1,0,1,0,12619,34.659878,0,0
MT,1988,30,0.024330303,0.59450001,1,0,1,0,12954,35.004417,0,1
MT,1989,30,0.021939393,0.61799997,1,0,1,0,14193,35.285732,0,1
MT,1990,30,0.025444072,0.62599999,1,0,1,0,15038,35.46714,0,1
MT,1991,30,0.024055809,0.64449996,1,0,1,0,15947,35.60186,0,1
MT,1992,30,0.022521995,0.6803,1,0,1,0,16541,35.677822,0,1
MT,1993,30,0.022395773,0.69199997,1,0,1,0,17571,35.780735,0,1
MT,1994,30,0.022158841,0.69580001,1,0,1,0,17590,35.962189,0,1
MT,1995,30,0.022874774,0.7008,1,0,1,0,18286,36.248688,0,1
MT,1996,30,0.021172984,0.708,1,0,1,0,18872,36.537804,0,1
MT,1997,30,0.028215503,0.72550005,1,0,1,0,19660,36.829769,0,1
NC,1983,37,0.027399085,,0,0,0,0,10172,34.215305,0,0
NC,1984,37,0.030094227,,0,0,0,0,11363,34.448936,0,0
NC,1985,37,0.029685715,0.25999999,0,0,0,0,12136,34.6348,0,0
NC,1986,37,0.03115424,0.41999999,0,0,1,0,12900,34.818726,1,0
NC,1987,37,0.029010989,0.77999997,1,0,1,0,13717,35.019802,1,0
NC,1988,37,0.027147369,0.63,1,0,1,0,14810,35.180542,1,0
NC,1989,37,0.024163477,0.61000001,1,0,1,0,15827,35.328709,1,0
NC,1990,37,0.022086848,0.57999998,1,0,1,0,16649,35.519169,1,0
NC,1991,37,0.021099517,0.61000001,1,0,1,0,17115,35.637451,1,0
NC,1992,37,0.018730197,0.62,1,0,1,0,18230,35.761711,1,0
NC,1993,37,0.019987624,0.63,1,0,1,1,19137,35.872543,1,0
NC,1994,37,0.019894894,0.79000002,1,0,1,1,19920,35.974251,1,0
NC,1995,37,0.019039353,0.80000001,1,0,1,1,20996,36.099453,1,0
NC,1996,37,0.018926965,0.80000001,1,0,1,1,22053,36.209057,1,0
NC,1997,37,0.018108996,0.85000002,1,0,1,1,23168,36.275143,1,0
ND,1983,38,0.021629686,,0,0,1,0,11100,33.74757,0,0
ND,1984,38,0.018597731,,0,0,1,0,11871,33.845474,0,0
ND,1985,38,0.016706888,,0,0,1,0,12314,34.033051,0,0
ND,1986,38,0.017755682,,0,0,1,0,12625,34.291622,0,0
ND,1987,38,0.017778561,,1,0,1,0,13037,34.553616,0,0
ND,1988,38,0.018039895,,1,0,1,0,12142,34.890324,0,0
ND,1989,38,0.013848521,,1,0,1,0,13669,35.177601,0,1
ND,1990,38,0.01895093,0.28,1,0,1,0,15264,35.629726,0,0
ND,1991,38,0.015795665,0.30000001,1,0,1,0,15479,35.696392,0,0
ND,1992,38,0.014492754,0.30000001,1,0,1,0,16866,35.869793,0,0
ND,1993,38,0.014452744,0.30000001,1,0,1,0,17040,36.002312,0,0
ND,1994,38,0.013884506,0.31999999,1,0,1,0,18156,36.14896,0,0
ND,1995,38,0.011306341,0.41999999,1,0,1,0,18149,36.34026,0,1
ND,1996,38,0.012609405,0.43000001,1,0,1,0,20197,36.557667,0,1
ND,1997,38,0.01474098,0.49000001,1,0,1,0,20103,36.718712,0,1
NE,1983,31,0.022108549,0.11,0,0,0,0,11401,34.857758,0,0
NE,1984,31,0.023813503,0.15000001,0,0,0,0,12658,34.960732,0,0
NE,1985,31,0.019661523,0.44999999,0,0,1,0,13392,35.074837,0,0
NE,1986,31,0.022961203,0.38,0,0,1,0,13875,35.234009,0,0
NE,1987,31,0.022687342,0.28999999,1,0,1,0,14634,35.41465,0,0
NE,1988,31,0.019467443,0.31,1,0,1,0,15511,35.548363,0,0
NE,1989,31,0.021478849,0.31999999,1,0,1,0,16371,35.620918,0,0
NE,1990,31,0.018770598,0.33000001,1,0,1,0,17536,35.682274,0,0
NE,1991,31,0.019510465,0.31999999,1,0,1,0,18012,35.695354,0,0
NE,1992,31,0.018398194,0.33000001,1,0,1,0,19157,35.825653,0,0
NE,1993,31,0.017188875,0.54000002,1,0,1,0,19714,35.901432,0,1
NE,1994,31,0.017522307,0.63,1,0,1,0,20365,35.975464,0,1
NE,1995,31,0.016068831,0.63999999,1,1,1,0,21029,36.086983,0,1
NE,1996,31,0.018044094,0.64999998,1,1,1,0,22847,36.173981,0,1
NE,1997,31,0.017684605,0.63,1,1,1,0,23618,36.224483,0,1
NH,1983,33,0.026597967,,0,0,0,0,13011,34.503143,0,0
NH,1984,33,0.026323006,,0,0,0,0,14518,34.634346,0,0
NH,1985,33,0.025338287,,0,0,1,0,15842,34.741558,0,0
NH,1986,33,0.021736383,0.26299998,0,0,1,0,17033,34.747337,0,0
NH,1987,33,0.019526564,0.27340001,1,0,1,0,18362,34.797314,0,0
NH,1988,33,0.017460817,0.3716,1,0,1,0,19733,34.746155,0,0
NH,1989,33,0.019044708,0.50470001,1,0,1,0,20559,34.734829,0,0
NH,1990,33,0.016050385,0.51740003,1,0,1,0,20728,34.967243,0,0
NH,1991,33,0.014494212,0.48599997,1,0,1,0,21390,35.072479,0,0
NH,1992,33,0.012118804,0.49700001,1,0,1,0,22234,35.24675,0,0
NH,1993,33,0.011699865,0.50569999,1,0,1,0,22710,35.410427,0,0
NH,1994,33,0.011332254,0.537,1,0,1,1,24119,35.568363,0,0
NH,1995,33,0.011087099,0.57029998,1,0,1,1,25313,35.772369,0,0
NH,1996,33,0.012196232,0.56029999,1,0,1,1,26418,35.97538,0,0
NH,1997,33,0.011158722,0.57700002,1,0,1,1,27766,36.130787,0,0
NJ,1983,34,0.017848594,,0,0,1,0,15080,35.970646,0,0
NJ,1984,34,0.017625019,0.18000001,0,0,1,0,16680,36.094891,0,0
NJ,1985,34,0.018151691,0.40000001,0,0,1,0,17807,36.212738,0,1
NJ,1986,34,0.018771455,0.35299999,0,0,1,0,18900,36.286243,0,1
NJ,1987,34,0.017925041,0.35099998,0,0,1,0,20391,36.376068,0,1
NJ,1988,34,0.017896978,0.414,0,0,1,0,22302,36.433064,0,1
NJ,1989,34,0.014875288,0.44099998,0,0,1,0,23751,36.48288,0,1
NJ,1990,34,0.015036573,0.50400001,0,0,1,0,24883,36.635307,0,1
NJ,1991,34,0.013206497,0.52599996,0,0,1,0,25328,36.665134,0,1
NJ,1992,34,0.012842956,0.71300006,0,0,1,0,26749,36.750866,0,1
NJ,1993,34,0.013210327,0.64199996,0,0,1,0,27457,36.794029,0,1
NJ,1994,34,0.012585585,0.61000001,0,0,1,0,28333,36.820698,0,1
NJ,1995,34,0.012686029,0.60699999,0,0,1,0,29568,36.88559,0,1
NJ,1996,34,0.013058684,0.60299999,0,0,1,0,30892,36.995052,0,1
NJ,1997,34,0.012241739,0.62,0,0,1,0,32356,37.107769,0,1
NM,1983,35,0.045470115,,0,0,1,0,10072,31.993057,0,0
NM,1984,35,0.039977476,,0,0,1,0,10861,32.151806,0,0
NM,1985,35,0.040319543,,0,0,1,0,11592,32.350853,0,0
NM,1986,35,0.037886266,,0,0,1,0,11820,32.559319,1,0
NM,1987,35,0.037576079,,1,0,1,0,12257,32.775105,1,0
NM,1988,35,0.03186547,,1,0,1,0,12865,32.950233,1,0
NM,1989,35,0.033966791,,1,0,1,0,13619,33.181469,1,0
NM,1990,35,0.030901659,0.58999997,1,0,1,0,14480,33.487133,1,0
NM,1991,35,0.027961604,0.67000002,1,0,1,0,15069,33.598145,1,0
NM,1992,35,0.024929548,0.66000003,1,0,1,0,15762,33.740288,1,0
NM,1993,35,0.022750067,0.75,1,0,1,0,16559,33.795376,1,0
NM,1994,35,0.021826172,0.79000002,1,0,1,1,17150,33.952942,1,0
NM,1995,35,0.022934696,0.86000001,1,1,1,1,18029,34.13266,1,0
NM,1996,35,0.022547653,0.85000002,1,1,1,1,18634,34.373047,1,0
NM,1997,35,0.022063181,0.87,1,1,1,1,19298,34.538261,1,0
NV,1983,32,0.036816064,,0,0,1,0,13151,33.610512,0,0
NV,1984,32,0.033960719,,0,0,1,0,14100,33.935585,0,0
NV,1985,32,0.034232091,,0,0,1,0,14920,34.162502,0,0
NV,1986,32,0.029176058,0.20799999,0,0,1,0,15635,34.387501,0,0
NV,1987,32,0.031205336,0.34400001,1,0,1,0,16422,34.550438,0,1
NV,1988,32,0.031816665,0.31400001,1,0,1,0,17688,34.648491,0,1
NV,1989,32,0.032738097,,1,0,1,0,19084,34.824787,0,1
NV,1990,32,0.033578072,0.38,1,0,1,0,20209,34.821331,0,1
NV,1991,32,0.028353948,0.63800001,1,0,1,0,20596,35.121265,0,1
NV,1992,32,0.023309167,0.63300002,1,0,1,0,21730,35.391766,0,1
NV,1993,32,0.022625603,0.699,1,0,1,0,22388,35.468739,0,1
NV,1994,32,0.02258238,0.70699996,1,0,1,0,23391,35.547371,0,1
NV,1995,32,0.02239874,0.70999998,1,1,1,0,24541,35.654644,0,1
NV,1996,32,0.024579743,0.70099998,1,1,1,0,25877,35.711189,0,1
NV,1997,32,0.021276595,0.70099998,1,1,1,0,26514,35.725418,0,1
NY,1983,36,0.024790231,,0,0,0,0,14038,35.738415,0,0
NY,1984,36,0.023605445,0.16,0,0,0,0,15615,35.812611,0,0
NY,1985,36,0.022161338,0.51499999,0,0,1,0,16613,35.881088,1,0
NY,1986,36,0.02239326,0.47999999,0,0,1,0,17709,35.950851,1,0
NY,1987,36,0.02386686,0.63999999,0,0,1,0,18871,36.037659,1,0
NY,1988,36,0.02175674,0.58999997,0,0,1,0,20433,36.078079,1,0
NY,1989,36,0.021308893,0.60000002,0,0,1,0,21820,36.11018,1,0
NY,1990,36,0.02073862,0.63,0,0,1,0,23106,36.265686,1,0
NY,1991,36,0.018651137,0.67000002,0,0,1,0,23600,36.239666,1,0
NY,1992,36,0.01651787,0.69,0,0,1,0,24801,36.302555,1,0
NY,1993,36,0.015947968,0.72000003,0,0,1,0,25373,36.355713,1,0
NY,1994,36,0.014853501,0.72000003,0,0,1,0,26242,36.416012,1,0
NY,1995,36,0.014588456,0.72000003,1,0,1,0,27587,36.525028,1,0
NY,1996,36,0.013418633,0.74000001,1,0,1,0,29015,36.640915,1,0
NY,1997,36,0.013677987,0.74000001,1,0,1,0,30250,36.786518,1,0
OH,1983,39,0.021607889,0.13,0,0,0,0,11850,34.556744,0,0
OH,1984,39,0.021977436,0.15000001,0,0,0,0,13077,34.716904,0,0
OH,1985,39,0.021787185,0.19,0,0,0,0,13843,34.893635,0,0
OH,1986,39,0.020565964,0.49000001,0,0,0,0,14458,35.075211,0,1
OH,1987,39,0.022385892,0.41,1,0,1,0,15156,35.264732,0,1
OH,1988,39,0.021319672,0.38999999,1,0,1,0,16187,35.406929,0,1
OH,1989,39,0.020990783,0.43000001,1,0,1,0,17203,35.524044,0,1
OH,1990,39,0.018833648,0.465,1,0,1,0,18116,35.781384,0,1
OH,1991,39,0.01759102,0.52999997,1,0,1,0,18589,35.834557,0,1
OH,1992,39,0.015112213,0.57999998,1,0,1,0,19482,35.964653,0,1
OH,1993,39,0.01523837,0.61699998,1,0,1,0,20228,36.096306,0,1
OH,1994,39,0.01395112,0.62099999,1,0,1,0,21237,36.204144,0,1
OH,1995,39,0.01349367,0.62700003,1,0,1,0,22217,36.357307,0,1
OH,1996,39,0.013493064,0.62400001,1,0,1,0,23054,36.498379,0,1
OH,1997,39,0.013889559,0.65199995,1,0,1,0,24163,36.584743,0,1
OK,1983,40,0.028682563,,0,0,1,0,11517,34.35067,0,0
OK,1984,40,0.025725445,,0,0,1,0,12378,34.44986,0,0
OK,1985,40,0.023860684,,0,0,1,0,12894,34.574364,0,0
OK,1986,40,0.022638083,0.161,0,0,1,0,12918,34.766605,0,0
OK,1987,40,0.018888818,0.3515,1,0,1,0,13068,34.958618,0,1
OK,1988,40,0.019698653,0.31999999,1,0,1,0,13833,35.218925,0,1
OK,1989,40,0.019734439,0.30500001,1,0,1,0,14691,35.500523,0,1
OK,1990,40,0.019376682,0.336,1,0,1,0,15613,35.695591,0,1
OK,1991,40,0.019042056,0.37,1,0,1,0,16100,35.741936,0,1
OK,1992,40,0.017454939,0.442,1,0,1,0,16832,35.832851,0,1
OK,1993,40,0.018885981,0.46599999,1,0,1,0,17419,35.917656,0,1
OK,1994,40,0.018577609,0.44999999,1,0,1,0,17984,36.003174,0,1
OK,1995,40,0.01738159,0.46400002,1,1,1,0,18544,36.115292,0,1
OK,1996,40,0.019580491,0.47499999,1,1,1,0,19342,36.253506,0,1
OK,1997,40,0.020241546,0.47400001,1,1,1,0,20305,36.350487,0,1
OR,1983,41,0.026754877,,0,0,1,1,11451,34.810848,0,0
OR,1984,41,0.027312228,,0,0,1,1,12409,35.059719,0,0
OR,1985,41,0.02605089,,0,0,1,1,13065,35.293362,0,0
OR,1986,41,0.02721956,,0,0,1,1,13657,35.54237,0,0
OR,1987,41,0.026530087,,1,0,1,1,14282,35.802467,0,0
OR,1988,41,0.026860816,0.47,1,0,1,1,15313,36.006409,1,0
OR,1989,41,0.024244772,0.47999999,1,0,1,1,16387,36.114491,0,0
OR,1990,41,0.021654574,0.5,1,0,1,1,17423,35.991096,0,0
OR,1991,41,0.018709727,0.69999999,1,0,1,1,17895,36.125912,1,0
OR,1992,41,0.016866002,0.75,1,0,1,1,18678,36.273731,1,0
OR,1993,41,0.018446671,0.80000001,1,0,1,1,19518,36.456242,1,0
OR,1994,41,0.016772484,0.81,1,0,1,1,20508,36.571068,1,0
OR,1995,41,0.019111674,0.82999998,1,0,1,1,21618,36.699596,1,0
OR,1996,41,0.017348858,0.82999998,1,0,1,1,22894,36.851955,1,0
OR,1997,41,0.016238999,0.85000002,1,0,1,1,23920,36.933083,1,0
PA,1983,42,0.023802938,,0,0,1,0,12199,36.467258,0,0
PA,1984,42,0.023244545,,0,0,1,0,13200,36.643227,0,0
PA,1985,42,0.023479344,,0,0,1,0,14104,36.825939,0,0
PA,1986,42,0.024395898,,0,0,1,0,14845,36.944305,0,0
PA,1987,42,0.025271539,,0,0,1,0,15765,37.092525,0,0
PA,1988,42,0.023769664,,0,0,1,0,16927,37.202095,0,1
PA,1989,42,0.022383876,0.495,0,0,1,0,18264,37.304546,0,1
PA,1990,42,0.019204741,0.53099996,0,0,1,0,19371,37.402527,0,1
PA,1991,42,0.019030269,0.60400003,0,0,1,0,19975,37.446056,0,1
PA,1992,42,0.017320627,0.63,0,0,1,0,20950,37.555504,0,1
PA,1993,42,0.016856657,0.67500001,0,0,1,0,21635,37.652775,0,1
PA,1994,42,0.015604189,0.70999998,0,0,1,0,22343,37.752502,0,1
PA,1995,42,0.015658062,0.70999998,1,0,1,0,23268,37.898289,0,1
PA,1996,42,0.015199801,0.64999998,1,0,1,0,24533,38.075184,0,1
PA,1997,42,0.015885323,0.64699996,1,0,1,0,25670,38.193848,0,1
RI,1983,44,0.016627869,,0,0,0,0,12293,36.4482,0,0
RI,1984,44,0.01490566,,0,0,1,0,13540,36.583187,0,0
RI,1985,44,0.018718874,,0,0,1,0,14403,36.658306,0,0
RI,1986,44,0.022840302,,0,0,1,0,15331,36.711411,0,0
RI,1987,44,0.018823922,,0,0,1,0,16412,36.737633,0,0
RI,1988,44,0.02135657,,0,0,1,0,17900,36.777924,0,0
RI,1989,44,0.014836796,,0,0,1,0,19184,36.838566,0,0
RI,1990,44,0.011958998,0.28999999,0,0,1,0,19698,36.973492,0,0
RI,1991,44,0.01230425,0.28,0,0,1,0,19982,36.970943,0,0
RI,1992,44,0.010291819,0.31999999,0,0,1,0,20819,37.097481,0,1
RI,1993,44,0.01023938,0.31999999,0,0,1,0,21735,37.146175,0,1
RI,1994,44,0.008879493,0.57999998,0,0,1,0,22315,37.288841,0,1
RI,1995,44,0.0100058,0.57999998,1,0,1,0,23520,37.453445,0,1
RI,1996,44,0.009691011,0.57999998,1,0,1,0,24356,37.662132,0,1
RI,1997,44,0.010606703,0.57999998,1,0,1,0,25667,37.735756,0,1
SC,1983,45,0.033791088,,0,0,0,0,9517,32.951904,0,0
SC,1984,45,0.03527011,,0,0,0,0,10518,33.173557,0,0
SC,1985,45,0.035648685,0.12800001,0,0,0,0,11206,33.42841,0,0
SC,1986,45,0.037486725,,0,0,1,0,11774,33.602718,0,0
SC,1987,45,0.03593171,,1,0,1,0,12522,33.842491,0,0
SC,1988,45,0.032463238,,1,0,1,0,13468,34.042732,0,0
SC,1989,45,0.03038438,,1,0,1,0,14180,34.217255,0,0
SC,1990,45,0.028479172,0.49000001,1,0,1,0,15427,34.601753,0,1
SC,1991,45,0.025830043,0.495,1,0,1,0,15710,34.725105,0,1
SC,1992,45,0.023024907,0.54000002,1,0,1,0,16410,34.948067,0,1
SC,1993,45,0.023418685,0.58700001,1,0,1,0,17091,35.173851,0,1
SC,1994,45,0.022741308,0.63999999,1,0,1,0,17914,35.380486,0,1
SC,1995,45,0.022750748,0.63999999,1,0,1,0,18789,35.641636,0,1
SC,1996,45,0.023392696,0.61000001,1,0,1,0,19651,35.862251,0,1
SC,1997,45,0.02184695,0.61000001,1,0,1,0,20508,36.067402,0,1
SD,1983,46,0.027703024,,0,0,0,0,9782,34.546467,0,0
SD,1984,46,0.022340259,,0,0,0,0,11117,34.632256,0,0
SD,1985,46,0.02071053,,0,0,0,0,11440,34.742519,0,0
SD,1986,46,0.021481244,,0,0,0,0,12012,34.883892,0,0
SD,1987,46,0.021581575,,1,0,1,0,12683,35.063835,0,0
SD,1988,46,0.022158576,,1,0,1,0,13183,35.217529,0,0
SD,1989,46,0.022673031,0.25999999,1,0,1,0,14038,35.354969,0,0
SD,1990,46,0.021891544,0.25999999,1,0,1,0,15488,35.475723,0,0
SD,1991,46,0.021308299,0.33000001,1,0,1,0,16014,35.491253,0,0
SD,1992,46,0.022305347,0.41999999,1,0,1,0,17055,35.457016,0,0
SD,1993,46,0.018885741,0.25999999,1,0,1,0,17600,35.541054,0,0
SD,1994,46,0.020180842,0.40000001,1,0,1,0,18568,35.673908,0,0
SD,1995,46,0.020602426,0.40000001,1,1,1,0,18724,35.827152,0,1
SD,1996,46,0.022387104,0.47,1,1,1,0,20450,36.04702,0,1
SD,1997,46,0.018644495,0.58999997,1,1,1,0,21076,36.145748,0,1
TN,1983,47,0.028598219,,0,0,0,0,10005,34.625389,0,0
TN,1984,47,0.029981108,,0,0,1,0,11123,34.820599,0,0
TN,1985,47,0.030365713,,0,0,1,0,11872,35.039391,0,0
TN,1986,47,0.031122694,,0,0,1,0,12624,35.223713,0,1
TN,1987,47,0.029601671,,1,0,1,0,13483,35.417076,0,1
TN,1988,47,0.028647071,,1,0,1,0,14482,35.517941,0,1
TN,1989,47,0.02383926,,1,0,1,0,15438,35.651806,0,1
TN,1990,47,0.025198031,0.43000001,1,0,1,0,16309,35.852646,0,1
TN,1991,47,0.023547083,0.50999999,1,0,1,0,16976,35.932808,0,1
TN,1992,47,0.023062767,0.57999998,1,0,1,0,18256,36.033104,0,1
TN,1993,47,0.022451643,0.5837,1,0,1,0,19139,36.103729,0,1
TN,1994,47,0.022265425,0.60089999,1,0,1,0,20088,36.179855,0,1
TN,1995,47,0.022396555,0.6419,1,0,1,0,21109,36.299591,0,1
TN,1996,47,0.021203047,0.63310003,1,0,1,0,21800,36.45208,0,1
TN,1997,47,0.020239236,0.6067,1,0,1,0,22699,36.596241,0,1
TX,1983,48,0.028987816,,0,0,0,0,12206,32.342327,0,0
TX,1984,48,0.028401954,,0,0,0,0,13227,32.417225,0,0
TX,1985,48,0.025673063,,0,0,1,0,13980,32.48801,0,0
TX,1986,48,0.024044814,,0,0,1,0,13972,32.540192,1,0
TX,1987,48,0.021562843,,1,0,1,0,14267,32.671715,1,0
TX,1988,48,0.02167994,,1,0,1,0,15118,32.810783,1,0
TX,1989,48,0.021126937,,1,0,1,0,16110,33.027275,1,0
TX,1990,48,0.020033039,0.68000001,1,0,1,0,17290,33.235191,1,0
TX,1991,48,0.019388244,0.68000001,1,0,1,0,17985,33.337994,1,0
TX,1992,48,0.018729068,0.69,1,0,1,0,18886,33.467121,1,0
TX,1993,48,0.018155133,0.69,1,0,1,0,19606,33.554787,1,0
TX,1994,48,0.017869558,0.70999998,1,0,1,0,20312,33.635929,1,0
TX,1995,48,0.017576313,0.72000003,1,1,1,0,21320,33.757545,1,0
TX,1996,48,0.020184912,0.74000001,1,1,1,0,22345,33.841267,1,0
TX,1997,48,0.017679919,0.75,1,1,1,0,23707,33.95248,1,0
UT,1983,49,0.025220569,,0,0,1,1,9582,28.554277,0,0
UT,1984,49,0.027013121,,0,0,1,1,10429,28.73572,0,0
UT,1985,49,0.025172384,,0,0,1,1,11017,28.91511,0,0
UT,1986,49,0.025867769,,0,0,1,1,11380,29.123068,0,1
UT,1987,49,0.02342456,,1,0,1,1,11862,29.273216,0,1
UT,1988,49,0.022393124,,1,0,1,1,12450,29.507109,0,1
UT,1989,49,0.021775063,,1,0,1,1,13238,29.745262,0,1
UT,1990,49,0.018571625,0.38999999,1,0,1,1,14214,30.124149,0,1
UT,1991,49,0.017607693,0.44999999,1,0,1,1,14855,30.248541,0,1
UT,1992,49,0.016495984,0.5,1,0,1,1,15561,30.431841,0,1
UT,1993,49,0.01776501,0.5,1,0,1,1,16359,30.539591,0,1
UT,1994,49,0.018973337,0.52999997,1,0,1,1,17004,30.742689,0,1
UT,1995,49,0.017304722,0.56,1,1,1,1,18054,30.891895,0,1
UT,1996,49,0.016428681,0.60000002,1,1,1,1,19214,30.955338,0,1
UT,1997,49,0.017902562,0.63,1,1,1,1,20185,30.997065,0,1
VA,1983,51,0.021300741,,0,0,0,0,12589,33.882881,0,0
VA,1984,51,0.022750242,,0,0,0,0,13926,34.065876,0,0
VA,1985,51,0.020363878,0.27500001,0,0,0,0,14906,34.218239,0,0
VA,1986,51,0.021768549,0.347,0,0,1,0,15837,34.311813,0,0
VA,1987,51,0.018619834,0.32499999,0,0,1,0,16884,34.391476,0,0
VA,1988,51,0.018658729,0.63099998,1,0,1,0,18064,34.499958,0,1
VA,1989,51,0.016920302,0.52700001,1,0,1,0,19244,34.594582,0,1
VA,1990,51,0.017930141,0.54400003,1,0,1,0,20021,34.877533,0,1
VA,1991,51,0.015515802,0.57599998,1,0,1,0,20498,34.98415,0,1
VA,1992,51,0.013223635,0.71599996,1,0,1,0,21280,35.158787,0,1
VA,1993,51,0.013697776,0.73199999,1,0,1,0,22133,35.333344,0,1
VA,1994,51,0.013755566,0.71800005,1,0,1,1,23031,35.499615,0,1
VA,1995,51,0.012891951,0.70199996,1,0,1,1,23943,35.669312,0,1
VA,1996,51,0.012299796,0.69599998,1,0,1,1,24950,35.855747,0,1
VA,1997,51,0.013993174,0.671,1,0,1,1,26109,35.994148,0,1
VT,1983,50,0.022645146,,0,0,0,0,10813,34.123001,0,0
VT,1984,50,0.025891438,,0,0,0,0,11857,34.246212,0,0
VT,1985,50,0.024530716,0.18100001,0,0,0,0,12800,34.402943,0,0
VT,1986,50,0.022812892,0.21799999,0,0,1,0,13675,34.531952,0,0
VT,1987,50,0.023615796,,1,0,1,0,14750,34.662262,0,0
VT,1988,50,0.023230687,0.30200002,1,0,1,0,15948,34.794117,0,0
VT,1989,50,0.020121422,0.35799998,1,0,1,0,17215,34.915241,0,0
VT,1990,50,0.015416238,0.39300001,1,0,1,1,17677,35.022465,0,0
VT,1991,50,0.018739352,0.41499999,1,0,1,1,17899,35.135044,0,0
VT,1992,50,0.015949493,0.46599999,1,0,1,1,18883,35.371643,0,0
VT,1993,50,0.018406961,0.53799999,1,0,1,1,19392,35.594769,0,0
VT,1994,50,0.012516255,0.676,1,0,1,1,20196,35.817539,0,1
VT,1995,50,0.017080246,0.67199999,1,0,1,1,21246,36.104458,0,1
VT,1996,50,0.013799592,0.69,1,0,1,1,22179,36.438049,0,1
VT,1997,50,0.014846891,0.70899999,1,0,1,1,23017,36.76796,0,1
WA,1983,53,0.019311642,,0,0,1,0,12925,34.068539,0,0
WA,1984,53,0.021782294,,0,0,1,0,13745,34.265835,0,0
WA,1985,53,0.021643637,,0,0,1,0,14432,34.389454,0,0
WA,1986,53,0.019531576,0.36000001,0,0,1,0,15243,34.548882,0,0
WA,1987,53,0.020249221,0.51499999,1,0,1,0,15939,34.683056,0,1
WA,1988,53,0.018606653,0.52999997,1,0,1,0,16884,34.781471,0,1
WA,1989,53,0.018064905,0.55000001,1,0,1,0,18211,34.854946,0,1
WA,1990,53,0.018458441,0.55000001,1,0,1,0,19605,34.815037,0,1
WA,1991,53,0.014682771,0.67500001,1,0,1,0,20401,34.92194,0,1
WA,1992,53,0.013181874,0.67500001,1,0,1,0,21436,35.035851,0,1
WA,1993,53,0.014327517,0.70999998,1,0,1,0,22024,35.181236,0,1
WA,1994,53,0.013494139,0.76499999,1,0,1,0,22687,35.326748,0,1
WA,1995,53,0.013258883,0.80000001,1,1,1,0,23677,35.482029,0,1
WA,1996,53,0.014411497,0.83999997,1,1,1,0,24958,35.617699,0,1
WA,1997,53,0.013204294,0.81999999,1,1,1,0,26451,35.707069,0,1
WI,1983,55,0.021257257,,0,0,0,0,11796,34.609047,0,0
WI,1984,55,0.023242006,,0,0,0,0,12941,34.762981,0,0
WI,1985,55,0.020284086,,0,0,0,0,13586,34.906921,0,0
WI,1986,55,0.01943895,,0,0,1,0,14285,35.033772,0,0
WI,1987,55,0.019827843,0.26299998,1,0,1,0,15017,35.185154,0,0
WI,1988,55,0.019007018,0.55900002,1,0,1,0,15806,35.304642,0,1
WI,1989,55,0.018962076,,1,0,1,0,16827,35.392643,0,1
WI,1990,55,0.017367933,0.51999998,1,0,1,0,17692,35.457741,0,1
